ID;Diện tích;Khoảng giá;Số phòng ngủ;Số phòng tắm, vệ sinh;Pháp lý;Nội thất;Ngày hết hạn;Mặt tiền;Gần bệnh viện;Gần chợ;Gần trường học;Cao tầng;Quy hoạch;Phường;Quận;Giá m2
2002;77,0;3,15;1;1;Hợp đồng mua bán;Full nội thất;19/03/2026;0;1;1;1;1;0;Phường An Lạc A;Bình Tân;0,040909
2003;57,0;2,85;1;1;Hợp đồng mua bán;Full nội thất;19/03/2026;0;1;1;1;1;0;Phường An Lạc A;Bình Tân;0,05
2004;75,0;30,0;3;3;Không rõ;Không rõ;19/03/2026;1;0;0;0;1;0;Phường Nguyễn Cư Trinh;Quận 1;0,4
2005;73,91;5,02;2;2;Hợp đồng mua bán;Nội thất cơ bản;19/03/2026;0;0;0;0;1;0;Phường Long Bình;Thủ Đức;0,06792
2006;81,0;5,1;2;2;Sổ riêng;Không rõ;19/03/2026;1;1;1;1;0;0;Phường An Lạc;Bình Tân;0,062963
2007;109,97;24,5;3;2;Sổ riêng;Full nội thất;10-03-26;0;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,222788
2008;61,0;3,99;2;1;Đang chờ sổ;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Xã Bình Hưng;Bình Chánh;0,06541
2009;71,0;5,35;2;2;Hợp đồng mua bán;Không rõ;19/03/2026;0;0;0;0;0;0;Phường Sơn Kỳ;Tân Phú;0,075352
2010;62,0;4,5;2;2;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;0;0;Phường Phú Thuận;Quận 7;0,072581
2011;60,0;8,6;3;2;Sổ riêng;Không rõ;19/03/2026;0;1;1;0;0;0;Phường Phú Trung;Tân Phú;0,143333
2012;50,0;5,3;3;2;Sổ riêng;Không rõ;12-03-26;0;1;0;0;1;0;Phường 9;Quận 1;0,106
2013;125,0;8,8;3;2;Sổ riêng;Full nội thất;13/03/2026;0;0;0;0;0;0;Phường Tân Hưng;Quận 7;0,0704
2014;64,0;2,7;2;2;Sổ riêng;Không nội thất;11-03-26;0;0;1;1;0;0;Phường An Lạc;Bình Tân;0,042188
2015;55,0;8,25;1;1;Sổ chung;Full nội thất;19/03/2026;0;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,15
2016;58,0;6,38;4;5;Sổ riêng;Không rõ;16/03/2026;0;0;1;0;1;0;Phường Thạnh Xuân;Quận 1;0,11
2017;60,0;6,8;4;6;Sổ riêng;Full nội thất;19/03/2026;0;0;1;0;1;0;Phường Thới An;Quận 1;0,113333
2018;102,0;6,1;3;2;Không rõ;Không rõ;03-04-26;0;0;0;0;0;0;Phường Phú Mỹ;Quận 7;0,059804
2019;71,0;5,85;2;2;Sổ riêng;Không rõ;03-04-26;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,082394
2020;90,0;18,6;3;4;Sổ riêng;Full nội thất;19/03/2026;0;0;1;1;1;0;Phường Phú Mỹ;Quận 7;0,206667
2021;38,0;6,8;2;1;Không rõ;Không rõ;17/03/2026;1;0;0;0;0;0;Phường Phú Thọ Hòa;Tân Phú;0,178947
2022;75,0;7,7;4;2;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Xã Phong Phú;Bình Chánh;0,102667
2023;105,0;8,4;3;3;Sổ riêng;Không rõ;13/03/2026;0;0;0;0;1;0;Xã Phong Phú;Bình Chánh;0,08
2024;76,0;5,95;2;2;Sổ riêng;Full nội thất;13/03/2026;0;0;1;0;0;0;Xã Phước Kiển;Nhà Bè;0,078289
2025;120,0;24,0;3;2;Hợp đồng mua bán;Không rõ;19/03/2026;0;0;0;0;0;0;Phường An Lợi Đông;Thủ Đức;0,2
2026;20,4;2,35;1;2;Sổ riêng;Không rõ;19/03/2026;1;0;1;0;1;0;Phường Bình Hưng Hòa;Bình Tân;0,115196
2027;80,0;13,6;8;8;Sổ riêng;Không rõ;19/03/2026;0;0;0;1;1;0;Phường 13;Bình Thạnh;0,17
2028;89,0;8,2;3;2;Hợp đồng mua bán;Nội thất cơ bản;12-03-26;0;0;1;0;0;0;Phường An Phú;Thủ Đức;0,092135
2029;136,0;20,5;3;3;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;0;0;1;0;Phường Phước Long B;Thủ Đức;0,150735
2030;200,0;16,0;3;2;Sổ riêng;Không rõ;17/03/2026;1;0;0;0;0;0;Phường Cát Lái;Thủ Đức;0,08
2031;67,0;5,95;3;3;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Linh Trung;Thủ Đức;0,088806
2032;111,0;11,0;3;2;Không rõ;Không rõ;19/03/2026;1;0;1;0;1;0;Phường An Phú;Thủ Đức;0,099099
2033;75,0;10,7;3;4;Không rõ;Không rõ;19/03/2026;0;0;1;0;1;0;Phường Phước Long B;Thủ Đức;0,142667
2034;68,0;4,5;2;2;Sổ riêng;Full nội thất;17/03/2026;0;0;0;0;1;0;Phường Hiệp Bình Phước;Thủ Đức;0,066176
2035;54,0;19,0;5;3;Sổ riêng;Không rõ;19/03/2026;0;0;1;0;1;0;Phường Bến Thành;Quận 1;0,351852
2037;70,0;4,2;2;2;Sổ riêng;Full nội thất;19/03/2026;0;0;0;0;0;0;Phường Sơn Kỳ;Tân Phú;0,06
2038;59,0;2,75;2;2;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;1;0;Thị trấn Tân Túc;Bình Chánh;0,04661
2039;73,0;6,2;2;2;Không rõ;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,084932
2040;48,0;5,95;4;3;Sổ riêng;Full nội thất;08-03-26;1;0;0;0;1;0;Phường 9;Gò Vấp;0,123958
2041;42,0;4,95;3;2;Sổ riêng;Full nội thất;15/03/2026;0;0;1;0;1;0;Phường 10;Tân Bình;0,117857
2042;56,0;5,59;2;2;Sổ riêng;Không rõ;19/03/2026;0;0;1;0;1;0;Phường Tân Thuận Tây;Quận 7;0,099821
2043;139,0;10,45;3;3;Hợp đồng mua bán;Full nội thất;10-03-26;0;0;1;0;0;0;Phường 2;Tân Bình;0,07518
2044;50,0;7,46;5;6;Sổ riêng;Full nội thất;17/03/2026;1;0;1;1;1;0;Phường 8;Gò Vấp;0,1492
2045;56,0;6,39;5;5;Sổ riêng;Full nội thất;17/03/2026;1;0;0;0;1;0;Phường Thới An;Quận 1;0,114107
2046;55,0;28,0;4;3;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;0;0;Phường 5;Quận 3;0,509091
2047;193,0;12,5;1;2;Sổ riêng;Không rõ;03-04-26;1;0;1;0;1;0;Xã Phong Phú;Bình Chánh;0,064767
2048;34,0;7,99;3;4;Sổ riêng;Full nội thất;19/03/2026;1;1;1;1;1;0;Phường 2;Tân Bình;0,235
2049;90,0;17,0;2;2;Sổ riêng;Nội thất cơ bản;10-03-26;0;0;0;0;1;0;Phường An Khánh;Thủ Đức;0,188889
2050;123,0;8,7;3;2;Sổ riêng;Không rõ;19/03/2026;0;0;1;0;0;0;Phường Trường Thọ;Thủ Đức;0,070732
2051;56,0;4,5;4;4;Sổ riêng;Không nội thất;19/03/2026;0;0;1;0;1;0;Phường Bình Chiểu;Thủ Đức;0,080357
2052;75,0;3,8;3;1;Sổ riêng;Full nội thất;19/03/2026;0;1;1;1;0;0;Phường Hòa Thạnh;Tân Phú;0,050667
2053;68,0;8,4;5;6;Sổ riêng;Full nội thất;19/03/2026;1;1;1;1;0;0;Phường Bình Trị Đông;Bình Tân;0,123529
2054;30,4;3,15;2;2;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Bình Hưng Hòa A;Bình Tân;0,103618
2055;100,0;6,5;2;2;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;0;1;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,065
2056;85,0;11,0;4;4;Sổ riêng;Full nội thất;19/03/2026;0;0;0;0;0;0;Phường Phú Hữu;Thủ Đức;0,129412
2057;50,6;7,5;2;2;Sổ riêng;Không nội thất;19/03/2026;0;0;0;0;1;0;Phường Trường Thọ;Thủ Đức;0,148221
2058;355,0;52,54;5;5;Sổ riêng;Không rõ;18/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,148
2059;340,0;51,0;5;5;Sổ riêng;Không rõ;18/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,15
2060;142,0;10,0;3;3;Không rõ;Full nội thất;19/03/2026;0;0;0;0;1;0;Phường Sơn Kỳ;Tân Phú;0,070423
2061;78,0;8,6;2;2;Không rõ;Nội thất cao cấp;19/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,110256
2062;175,0;25,5;4;4;Sổ riêng;Full nội thất;19/03/2026;1;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,145714
2063;225,0;57,375;5;5;Sổ riêng;Không rõ;16/03/2026;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,255
2064;223,0;29,5;6;5;Sổ riêng;Không rõ;12-03-26;0;0;0;0;1;0;Phường Tân Thuận Tây;Quận 7;0,132287
2065;180,0;4,6;4;4;Sổ riêng;Không rõ;03-04-26;0;0;0;0;1;0;Xã Đa Phước;Bình Chánh;0,025556
2066;110,0;8,5;4;3;Sổ riêng;Full nội thất;19/03/2026;1;0;0;0;1;0;Xã Long Hòa;Cần Giờ;0,077273
2067;98,0;6,0;3;2;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Phường Long Bình;Thủ Đức;0,061224
2068;59,0;6,0;1;1;Không rõ;Không rõ;19/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,101695
2069;210,0;15,0;10;10;Sổ riêng;Nội thất cơ bản;18/03/2026;0;0;0;0;0;0;Phường Linh Trung;Thủ Đức;0,071429
2070;270,0;30,0;5;5;Sổ riêng;Nội thất cao cấp;19/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,111111
2071;76,6;37,0;12;14;Sổ riêng;Full nội thất;14/03/2026;1;1;1;1;1;0;Phường Bến Thành;Quận 1;0,483029
2072;82,0;13,0;4;4;Sổ riêng;Nội thất cơ bản;19/03/2026;1;0;0;0;0;0;Phường 9;Quận 3;0,158537
2073;243,5;75,0;8;8;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;0;0;Phường Tân Định;Quận 1;0,308008
2074;104,5;45,0;11;13;Sổ riêng;Không rõ;09-03-26;1;0;0;0;1;0;Phường Tân Định;Quận 1;0,430622
2075;60,0;7,1;4;4;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;1;0;Xã Bình Hưng;Bình Chánh;0,118333
2076;143,0;9,5;7;7;Sổ riêng;Không rõ;03-04-26;1;0;1;1;1;0;Phường Tân Tạo;Bình Tân;0,066434
2077;500,0;13,25;4;4;Hợp đồng mua bán;Không rõ;19/03/2026;0;0;0;0;0;0;Xã Long Hòa;Cần Giờ;0,0265
2078;95,0;7,6;3;2;Sổ riêng;Full nội thất;19/03/2026;1;0;0;0;1;0;Phường Tân Quý;Tân Phú;0,08
2079;122,0;55,0;4;4;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 2;Quận 3;0,45082
2080;80,0;5,5;3;3;Sổ riêng;Không rõ;19/03/2026;1;0;1;1;1;0;Phường An Phú Đông;Quận 1;0,06875
2081;50,0;18,3;3;3;Không rõ;Không rõ;12-03-26;0;0;0;0;1;0;Phường 11;Quận 5;0,366
2082;85,0;4,8;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;1;0;1;0;Phường Phú Thuận;Quận 7;0,056471
2083;104,0;14,5;7;7;Sổ riêng;Full nội thất;14/03/2026;0;0;1;1;1;0;Phường Linh Tây;Thủ Đức;0,139423
2084;97,0;9,5;2;1;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;1;0;Phường 15;Gò Vấp;0,097938
2085;110,0;8,5;2;2;Hợp đồng mua bán;Không rõ;19/03/2026;1;0;1;1;1;0;Phường Linh Xuân;Thủ Đức;0,077273
2086;67,6;4,1;2;2;Không rõ;Không rõ;18/03/2026;0;0;0;0;0;0;Phường 12;Quận 6;0,060651
2087;52,4;5,35;3;4;Sổ riêng;Full nội thất;12-03-26;0;0;0;0;1;0;Phường Long Trường;Thủ Đức;0,102099
2088;204,0;37,0;5;5;Không rõ;Không rõ;15/03/2026;1;0;0;0;1;0;Phường 2;Quận 5;0,181373
2089;66,0;16,0;8;8;Không rõ;Không rõ;15/03/2026;0;0;0;0;1;0;Phường 12;Quận 1;0,242424
2090;69,4;17,6;5;4;Sổ riêng;Nội thất cơ bản;09-03-26;0;1;1;1;1;0;Phường 4;Tân Bình;0,253602
2091;98,0;8,5;3;2;Sổ riêng;Không rõ;19/03/2026;0;0;1;1;1;0;Phường An Phú;Thủ Đức;0,086735
2092;123,0;7,0;2;3;Không rõ;Full nội thất;19/03/2026;0;1;0;0;0;0;Phường Tân Phong;Quận 7;0,056911
2093;100,0;13,5;4;4;Sổ riêng;Không rõ;13/03/2026;0;0;0;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,135
2094;65,0;29,0;3;3;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Tân Định;Quận 1;0,446154
2095;95,0;5,25;3;2;Sổ riêng;Không rõ;13/03/2026;0;1;1;1;0;0;Phường 15;Quận 1;0,055263
2096;58,5;13,45;4;4;Sổ riêng;Full nội thất;19/03/2026;0;0;1;0;1;1;Phường 24;Bình Thạnh;0,229915
2097;55,0;5,85;3;3;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;1;0;1;0;Phường Phước Long B;Thủ Đức;0,106364
2098;110,0;3,95;3;3;Sổ riêng;Full nội thất;03-04-26;0;0;1;1;1;0;Xã Đa Phước;Bình Chánh;0,035909
2099;70,0;7,0;2;2;Không rõ;Full nội thất;19/03/2026;0;1;0;0;1;0;Phường Tân Phú;Quận 7;0,1
2100;55,0;5,95;2;1;Sổ riêng;Không rõ;19/03/2026;0;1;1;1;0;0;Phường An Lạc;Bình Tân;0,108182
2101;45,0;2,85;3;2;Sổ riêng;Không rõ;19/03/2026;0;0;1;1;1;0;Xã Đông Thạnh;Hóc Môn;0,063333
2102;61,0;5,5;2;2;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;0;0;1;0;Phường 11;Gò Vấp;0,090164
2103;78,0;4,35;2;2;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;0;0;Xã Bình Hưng;Bình Chánh;0,055769
2104;66,2;4,18;3;3;Sổ riêng;Không rõ;19/03/2026;0;0;1;0;1;0;Phường Bình Hưng Hòa;Bình Tân;0,063142
2105;90,0;12,99;1;1;Sổ riêng;Nội thất cơ bản;18/03/2026;1;0;0;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,144333
2106;50,0;6,0;4;6;Sổ riêng;Không rõ;03-04-26;0;1;1;1;1;1;Phường Bình Trị Đông A;Bình Tân;0,12
2107;48,6;2,8;1;1;Sổ riêng;Nội thất cơ bản;19/03/2026;1;0;1;0;0;0;Phường 2;Bình Thạnh;0,057613
2108;64,0;12,0;4;4;Không rõ;Nội thất cơ bản;19/03/2026;1;1;1;1;0;0;Phường 9;Tân Bình;0,1875
2109;74,0;5,8;4;5;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Tân Thới Nhất;Quận 1;0,078378
2110;80,0;5,4;2;2;Sổ chung;Không rõ;19/03/2026;0;1;1;1;0;0;Phường 10;Gò Vấp;0,0675
2111;64,51;11,1;1;1;Hợp đồng mua bán;Nội thất cao cấp;19/03/2026;0;0;0;0;0;0;Phường Võ Thị Sáu;Quận 3;0,172066
2112;242,0;38,962;5;5;Sổ riêng;Không rõ;19/03/2026;1;0;1;1;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,161
2113;44,0;11,5;4;5;Sổ riêng;Full nội thất;03-04-26;0;0;1;0;1;0;Phường 3;Tân Bình;0,261364
2114;86,0;4,2;2;2;Không rõ;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Tam Phú;Thủ Đức;0,048837
2115;90,0;29,5;8;9;Sổ riêng;Full nội thất;09-03-26;0;1;1;1;1;0;Phường Cầu Ông Lãnh;Quận 1;0,327778
2116;50,8;20,0;2;1;Sổ riêng;Không rõ;09-03-26;1;0;0;0;0;0;Phường Đa Kao;Quận 1;0,393701
2117;42,0;15,5;3;3;Sổ riêng;Không rõ;16/03/2026;0;0;0;0;1;0;Phường Bến Nghé;Quận 1;0,369048
2118;90,0;13,2;4;3;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,146667
2119;54,0;2,6;1;1;Hợp đồng mua bán;Full nội thất;26/03/2026;0;0;0;0;1;0;Phường An Lạc A;Bình Tân;0,048148
2120;62,0;26,5;6;4;Sổ riêng;Full nội thất;16/03/2026;0;0;0;0;1;0;Phường Tân Định;Quận 1;0,427419
2121;117,0;26,0;5;5;Sổ riêng;Full nội thất;16/03/2026;0;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,222222
2122;54,0;2,6;1;1;Hợp đồng mua bán;Nội thất cơ bản;26/03/2026;0;0;0;0;1;0;Phường An Lạc A;Bình Tân;0,048148
2123;100,0;12,5;4;5;Sổ riêng;Không rõ;19/03/2026;1;0;0;1;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,125
2124;15,0;2,58;2;1;Sổ riêng;Nội thất cơ bản;17/03/2026;0;0;1;0;1;0;Phường Phú Trung;Tân Phú;0,172
2125;106,4;6,79;2;2;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;0;0;0;0;Phường Tân Sơn Nhì;Tân Phú;0,063816
2126;156,0;17,5;3;3;Hợp đồng mua bán;Full nội thất;19/03/2026;0;0;0;0;1;0;Xã Bình Hưng;Bình Chánh;0,112179
2127;100,0;16,5;4;5;Sổ riêng;Không rõ;19/03/2026;1;1;1;1;1;0;Phường Bình Trị Đông B;Bình Tân;0,165
2128;40,6;18,9;9;9;Sổ riêng;Không rõ;16/03/2026;1;0;0;0;1;0;Phường Tân Định;Quận 1;0,465517
2129;133,9;24,0;4;4;Sổ riêng;Không rõ;03-04-26;0;0;0;0;1;0;Phường 26;Bình Thạnh;0,179238
2130;75,2;11,5;2;2;Hợp đồng mua bán;Nội thất cơ bản;19/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,152926
2131;55,75;7,75;1;1;Hợp đồng mua bán;Nội thất cơ bản;19/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,139013
2132;75,0;9,8;3;3;Sổ riêng;Không rõ;19/03/2026;0;0;1;1;1;0;Phường 14;Tân Bình;0,130667
2133;90,0;7,5;3;3;Hợp đồng mua bán;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 6;Quận 6;0,083333
2134;115,0;19,0;3;2;Hợp đồng mua bán;Nội thất cơ bản;19/03/2026;0;1;1;1;0;0;Phường Tân Phú;Quận 7;0,165217
2135;52,0;2,7;1;1;Đang chờ sổ;Nội thất cơ bản;19/03/2026;0;0;1;1;1;0;Phường Bình Trưng Đông;Thủ Đức;0,051923
2136;155,0;15,5;3;3;Sổ riêng;Full nội thất;09-03-26;0;0;0;0;0;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,1
2137;60,0;9,5;3;5;Sổ riêng;Không rõ;19/03/2026;0;1;1;0;1;0;Phường Bình Trưng Tây;Thủ Đức;0,158333
2138;144,0;8,784;3;2;Sổ riêng;Không rõ;15/03/2026;0;0;0;0;0;0;Xã Phong Phú;Bình Chánh;0,061
2139;74,0;5,6;3;2;Không rõ;Full nội thất;19/03/2026;0;1;1;1;0;0;Phường Tân Phong;Quận 7;0,075676
2140;52,0;2,25;2;2;Sổ chung;Nội thất cao cấp;08-03-26;0;0;1;1;0;0;Phường 7;Quận 8;0,043269
2141;58,0;3,1;2;1;Hợp đồng mua bán;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Linh Xuân;Thủ Đức;0,053448
2142;62,0;2,55;2;2;Hợp đồng mua bán;Nội thất cơ bản;09-03-26;0;0;1;0;0;0;Phường 7;Quận 8;0,041129
2143;132,0;1,39;3;2;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;0;0;Xã Tân An Hội;Củ Chi;0,01053
2144;99,8;13,5;4;3;Sổ riêng;Không rõ;19/03/2026;0;0;1;0;1;1;Phường Thạnh Mỹ Lợi;Thủ Đức;0,135271
2145;951,0;61,5;6;7;Sổ riêng;Full nội thất;19/03/2026;1;0;0;0;1;1;Phường Thới An;Quận 1;0,064669
2146;48,0;3,8;1;1;Hợp đồng mua bán;Không rõ;18/03/2026;0;0;1;1;0;0;Phường 2;Tân Bình;0,079167
2147;187,0;18,0;4;4;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Tam Phú;Thủ Đức;0,096257
2148;233,1;75,0;5;5;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,32175
2149;264,0;24,0;5;5;Sổ riêng;Full nội thất;19/03/2026;0;1;1;1;1;0;Phường Tam Phú;Thủ Đức;0,090909
2150;45,0;2,65;1;1;Sổ riêng;Không nội thất;10-03-26;0;0;0;0;1;0;Phường Phú Mỹ;Quận 7;0,058889
2151;51,0;3,65;1;1;Sổ riêng;Full nội thất;17/03/2026;0;0;0;0;1;0;Phường An Lạc;Bình Tân;0,071569
2152;158,0;23,0;4;4;Sổ riêng;Full nội thất;19/03/2026;1;0;1;1;1;0;Phường Phước Long A;Thủ Đức;0,14557
2153;68,0;4,2;2;2;Sổ riêng;Nội thất cơ bản;17/03/2026;0;0;0;0;1;0;Phường An Lạc;Bình Tân;0,061765
2154;160,0;22,5;28;28;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường 26;Bình Thạnh;0,140625
2155;64,0;7,0;4;5;Sổ riêng;Full nội thất;19/03/2026;0;0;0;0;1;0;Phường 11;Gò Vấp;0,109375
2156;210,0;21,0;4;4;Sổ riêng;Full nội thất;09-03-26;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,1
2157;304,5;100,0;5;5;Sổ riêng;Nội thất cơ bản;19/03/2026;0;0;0;0;1;0;Phường Tân Phong;Quận 7;0,328407
2158;70,0;6,3;2;2;Sổ riêng;Không rõ;13/03/2026;0;0;1;1;0;0;Phường Hiệp Bình Phước;Thủ Đức;0,09
2159;62,0;6,2;2;3;Sổ riêng;Không nội thất;19/03/2026;0;0;1;0;1;0;Phường Tân Quý;Tân Phú;0,1
2160;86,0;6,5;3;2;Hợp đồng mua bán;Full nội thất;19/03/2026;0;0;0;0;0;0;Xã Nhơn Đức;Nhà Bè;0,075581
2161;90,0;7,4;2;2;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;0;0;Phường Tân Quý;Tân Phú;0,082222
2162;110,0;32,0;3;2;Sổ riêng;Nội thất cơ bản;16/03/2026;0;0;0;0;1;0;Phường Thủ Thiêm;Thủ Đức;0,290909
2163;20,0;4,2;2;3;Sổ riêng;Không rõ;19/03/2026;1;0;1;1;1;0;Phường 15;Quận 5;0,21
2164;80,0;3,5;3;2;Không rõ;Không rõ;16/03/2026;0;0;0;0;0;0;Phường 6;Quận 8;0,04375
2165;300,0;65,0;5;5;Sổ riêng;Không nội thất;19/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,216667
2166;33,0;5,1;2;3;Sổ riêng;Full nội thất;19/03/2026;0;1;1;1;1;1;Phường 10;Tân Bình;0,154545
2167;65,0;2,75;2;2;Đang chờ sổ;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Phường 6;Quận 8;0,042308
2168;58,0;6,97;3;3;Sổ riêng;Full nội thất;19/03/2026;1;0;1;0;1;0;Phường 17;Gò Vấp;0,120172
2169;104,0;6,76;3;2;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;0;0;Phường Phú Hữu;Thủ Đức;0,065
2170;48,0;1,83;2;1;Sổ riêng;Full nội thất;11-03-26;0;1;1;0;1;0;Phường Tân Tạo A;Bình Tân;0,038125
2171;75,0;5,0;2;2;Không rõ;Full nội thất;19/03/2026;0;0;1;1;0;0;Phường 10;Gò Vấp;0,066667
2172;108,0;12,0;2;2;Sổ riêng;Full nội thất;12-03-26;0;0;0;0;0;0;Phường 12;Quận 1;0,111111
2173;68,5;5,85;2;2;Sổ riêng;Full nội thất;03-04-26;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,085401
2174;87,0;9,8;2;2;Sổ riêng;Không rõ;16/03/2026;0;0;0;0;0;0;Phường 12;Quận 1;0,112644
2175;190,0;45,0;4;3;Sổ riêng;Không rõ;12-03-26;0;0;0;0;0;0;Phường An Khánh;Thủ Đức;0,236842
2176;90,0;29,5;8;9;Sổ riêng;Full nội thất;19/03/2026;0;0;0;0;1;0;Phường Cầu Ông Lãnh;Quận 1;0,327778
2177;52,0;2,7;1;1;Sổ chung;Full nội thất;19/03/2026;0;0;1;0;0;0;Phường 4;Tân Bình;0,051923
2178;47,0;4,8;5;5;Sổ riêng;Full nội thất;19/03/2026;1;0;0;0;1;0;Phường 9;Quận 8;0,102128
2179;69,0;3,7;2;2;Sổ riêng;Không rõ;19/03/2026;0;1;1;1;0;0;Phường Tân Thới Nhất;Quận 1;0,053623
2180;110,0;22,0;3;2;Sổ riêng;Full nội thất;11-03-26;0;0;0;0;1;0;Phường Bến Nghé;Quận 1;0,2
2181;64,0;12,8;1;1;Không rõ;Full nội thất;13/03/2026;0;0;0;1;1;0;Phường Thủ Thiêm;Thủ Đức;0,2
2182;56,0;2,79;2;2;Sổ riêng;Full nội thất;19/03/2026;0;0;0;0;1;0;Phường An Lợi Đông;Thủ Đức;0,049821
2183;126,0;24,0;3;2;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;0;0;Phường An Khánh;Thủ Đức;0,190476
2184;69,0;24,5;2;2;Sổ riêng;Full nội thất;08-03-26;0;0;0;0;0;0;Phường Thủ Thiêm;Thủ Đức;0,355072
2185;69,0;24,9;2;2;Đang chờ sổ;Full nội thất;16/03/2026;0;0;0;1;0;0;Phường Thủ Thiêm;Thủ Đức;0,36087
2186;470,0;180,0;5;5;Hợp đồng mua bán;Không rõ;08-03-26;0;0;0;0;0;0;Phường Thủ Thiêm;Thủ Đức;0,382979
2187;256,0;84,0;4;5;Sổ riêng;Nội thất cơ bản;19/03/2026;1;1;1;1;1;0;Phường Tân Phú;Quận 7;0,328125
2188;502,0;52,0;5;5;Sổ riêng;Nội thất cao cấp;11-03-26;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,103586
2189;83,0;20,0;2;2;Sổ riêng;Nội thất cao cấp;19/03/2026;0;0;0;0;0;0;Phường An Khánh;Thủ Đức;0,240964
2190;111,0;12,0;3;2;Không rõ;Full nội thất;12-03-26;0;0;1;0;1;0;Phường 4;Quận 5;0,108108
2191;156,1;9,366;3;2;Sổ riêng;Không rõ;19/03/2026;1;0;0;1;0;0;Xã Phú Xuân;Nhà Bè;0,06
2192;127,0;6,1;3;3;Sổ riêng;Không rõ;19/03/2026;0;1;1;1;0;0;Phường 11;Quận 6;0,048031
2193;75,2;6,0;2;2;Sổ riêng;Không rõ;19/03/2026;1;0;1;1;0;0;Phường Bình Hưng Hòa;Bình Tân;0,079787
2194;85,4;4,65;4;5;Sổ riêng;Full nội thất;17/03/2026;0;0;0;0;1;0;Phường Linh Xuân;Thủ Đức;0,05445
2195;138,2;1,75;3;2;Sổ riêng;Không rõ;19/03/2026;1;0;0;0;0;0;Xã Thái Mỹ;Củ Chi;0,012663
