ID;Diện tích;Khoảng giá;Số phòng ngủ;Số phòng tắm, vệ sinh;Pháp lý;Nội thất;Ngày hết hạn;Mặt tiền;Gần bệnh viện;Gần chợ;Gần trường học;Cao tầng;Quy hoạch;Phường;Quận;Giá m2
4922;78,0;8,9;2;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường 9;Tân Bình;0,114103
4923;138,0;33,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 9;Quận 1;0,23913
4924;72,0;6,5;4;4;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;0;0;1;1;Phường Tân Phú;Quận 7;0,090278
4925;55,0;1,5;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;1;0;0;0;Xã An Phú Tây;Bình Chánh;0,027273
4926;36,0;6,3;2;2;Sổ riêng;Không nội thất;20/03/2026;1;0;1;1;1;0;Phường Tân Kiểng;Quận 7;0,175
4927;67,0;7,4;2;2;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường Tân Thuận Tây;Quận 7;0,110448
4928;150,0;37,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 11;Phú Nhuận;0,246667
4929;57,0;6,7;5;3;Không rõ;Không rõ;15/03/2026;0;0;1;1;1;0;Phường 12;Gò Vấp;0,117544
4930;51,0;5,49;4;3;Sổ riêng;Không rõ;20/03/2026;0;0;1;0;1;0;Phường Hiệp Thành;Quận 1;0,107647
4931;125,0;60,0;10;11;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;1;0;Phường 8;Quận 1;0,48
4932;150,0;5,2;4;4;Sổ riêng;Full nội thất;20/03/2026;1;0;1;1;1;0;Xã Xuân Thới Sơn;Hóc Môn;0,034667
4933;38,0;4,89;2;3;Không rõ;Full nội thất;20/03/2026;1;0;1;0;1;0;Phường 15;Tân Bình;0,128684
4934;27,0;4,35;4;3;Sổ riêng;Nội thất cơ bản;07-03-26;0;0;1;1;1;0;Phường 2;Quận 8;0,161111
4935;80,0;20,9;3;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,26125
4936;100,0;29,0;4;3;Sổ riêng;Không rõ;20/03/2026;1;1;0;0;1;0;Phường An Phú;Thủ Đức;0,29
4937;60,7;8,5;3;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường 8;Gò Vấp;0,140033
4938;93,0;14,9;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,160215
4939;32,8;5,8;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;0;1;1;1;1;0;Phường 14;Quận 1;0,176829
4940;240,0;71,0;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường An Phú;Thủ Đức;0,295833
4941;80,0;22,0;2;2;Không rõ;Không rõ;20/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,275
4942;186,0;15,2;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường Thới An;Quận 1;0,08172
4943;50,0;7,0;4;4;Sổ riêng;Full nội thất;20/03/2026;1;0;1;0;1;0;Phường 10;Tân Bình;0,14
4944;71,4;4,65;3;2;Sổ riêng;Không rõ;20/03/2026;1;1;1;0;0;0;Phường Tam Phú;Thủ Đức;0,065126
4945;195,0;36,5;4;4;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường 13;Tân Bình;0,187179
4946;70,0;6,68;3;3;Sổ riêng;Không rõ;20/03/2026;0;1;1;0;1;0;Phường 13;Bình Thạnh;0,095429
4947;480,0;93,0;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 2;Tân Bình;0,19375
4948;50,6;2,7;1;1;Hợp đồng mua bán;Full nội thất;17/03/2026;0;0;0;0;0;0;Phường 4;Tân Bình;0,05336
4949;78,8;6,5;9;9;Sổ riêng;Full nội thất;20/03/2026;0;0;0;1;1;0;Phường Tân Thuận Tây;Quận 7;0,082487
4950;65,0;7,4;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;0;1;1;0;Phường Tân Thuận Tây;Quận 7;0,113846
4951;77,0;4,3;1;1;Không rõ;Full nội thất;09-03-26;0;0;0;0;1;0;Phường 4;Tân Bình;0,055844
4952;98,0;79,0;4;3;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường Bến Nghé;Quận 1;0,806122
4953;420,0;45,0;4;4;Sổ riêng;Không rõ;20/03/2026;0;0;1;0;0;0;Phường 10;Tân Bình;0,107143
4954;132,0;19,0;3;2;Sổ riêng;Nội thất cơ bản;17/03/2026;0;0;1;0;1;0;Phường 1;Quận 5;0,143939
4955;30,0;3,55;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;1;1;1;0;Phường Bình Hưng Hòa;Bình Tân;0,118333
4956;184,0;6,9;4;4;Sổ riêng;Full nội thất;20/03/2026;1;0;1;1;1;0;Xã Bà Điểm;Hóc Môn;0,0375
4957;200,0;11,0;4;4;Sổ riêng;Không rõ;04-04-26;1;0;0;0;1;0;Xã Phước Kiển;Nhà Bè;0,055
4958;363,8;68,82;6;3;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường Bình An;Thủ Đức;0,18917
4959;14,0;1,78;1;1;Sổ riêng;Không nội thất;13/03/2026;0;0;0;0;1;1;Phường Tân Kiểng;Quận 7;0,127143
4960;130,0;24,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,184615
4961;48,0;5,39;2;3;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Tân Kiểng;Quận 7;0,112292
4962;100,0;3,95;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Xã Xuân Thới Sơn;Hóc Môn;0,0395
4963;72,0;8,05;4;6;Sổ riêng;Full nội thất;20/03/2026;0;0;1;0;1;0;Phường Tân Thới Nhất;Quận 1;0,111806
4964;28,0;1,25;1;1;Hợp đồng mua bán;Không nội thất;10-03-26;0;0;1;1;0;0;Phường Bình Trị Đông;Bình Tân;0,044643
4965;39,0;8,2;2;3;Sổ riêng;Full nội thất;20/03/2026;0;0;1;1;1;0;Phường 12;Tân Bình;0,210256
4966;35,0;4,25;3;3;Không rõ;Không rõ;20/03/2026;0;0;1;1;1;0;Phường 10;Tân Bình;0,121429
4967;35,0;6,18;3;4;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường 9;Gò Vấp;0,176571
4968;54,0;4,4;5;5;Sổ riêng;Không rõ;20/03/2026;0;1;1;1;1;0;Phường Tam Bình;Thủ Đức;0,081481
4969;80,0;11,9;4;5;Sổ riêng;Nội thất cơ bản;13/03/2026;1;0;1;0;0;0;Phường Tây Thạnh;Tân Phú;0,14875
4970;81,0;10,9;4;5;Sổ riêng;Không rõ;11-03-26;0;0;0;0;1;0;Phường Hiệp Bình Phước;Thủ Đức;0,134568
4971;38,0;9,49;2;2;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;1;0;Phường 11;Tân Bình;0,249737
4972;69,0;3,65;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;0;1;0;1;0;0;Phường Long Bình;Thủ Đức;0,052899
4973;89,0;10,5;4;4;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;1;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,117978
4974;62,5;7,5;4;5;Sổ riêng;Full nội thất;19/03/2026;1;0;1;1;1;0;Thị trấn Nhà Bè;Nhà Bè;0,12
4975;83,0;6,75;4;4;Sổ riêng;Full nội thất;20/03/2026;0;0;0;1;1;0;Phường Phước Long B;Thủ Đức;0,081325
4976;75,0;5,5;3;4;Sổ riêng;Không rõ;20/03/2026;0;0;1;0;1;0;Xã Bà Điểm;Hóc Môn;0,073333
4977;24,0;5,0;2;3;Sổ riêng;Không rõ;10-03-26;1;0;0;0;1;0;Phường 9;Quận 4;0,208333
4978;65,0;1,73;2;2;Sổ riêng;Nội thất cơ bản;13/03/2026;0;1;1;1;0;0;Phường Phước Long B;Thủ Đức;0,026615
4979;48,0;7,99;4;5;Sổ riêng;Full nội thất;11-03-26;0;0;0;0;1;1;Phường 14;Quận 4;0,166458
4980;78,0;3,75;2;2;Sổ riêng;Không rõ;12-03-26;0;0;0;0;0;0;Phường 26;Bình Thạnh;0,048077
4981;55,0;5,6;4;4;Sổ riêng;Không rõ;20/03/2026;0;0;1;1;1;0;Phường Thạnh Lộc;Quận 1;0,101818
4982;68,0;3,65;3;2;Sổ riêng;Full nội thất;20/03/2026;0;0;1;1;1;0;Xã Phú Xuân;Nhà Bè;0,053676
4983;60,0;6,7;5;5;Sổ riêng;Không rõ;17/03/2026;0;0;0;0;1;0;Thị trấn Nhà Bè;Nhà Bè;0,111667
4984;60,0;6,79;4;5;Sổ riêng;Full nội thất;20/03/2026;1;0;1;1;1;0;Thị trấn Nhà Bè;Nhà Bè;0,113167
4985;107,0;14,0;3;2;Hợp đồng mua bán;Full nội thất;19/03/2026;0;0;0;0;0;0;Phường 6;Quận 4;0,130841
4986;50,0;2,1;1;1;Sổ riêng;Full nội thất;15/03/2026;0;0;0;0;0;0;Phường An Lạc;Bình Tân;0,042
4987;48,0;7,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;1;1;1;0;Phường 10;Tân Bình;0,145833
4988;160,0;28,0;4;4;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường 8;Phú Nhuận;0,175
4989;72,0;1,68;2;2;Sổ riêng;Nội thất cơ bản;13/03/2026;0;0;1;1;0;0;Phường Hiệp Thành;Quận 1;0,023333
4990;76,0;7,7;5;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường 6;Tân Bình;0,101316
4991;100,0;2,7;3;2;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;0;0;Xã Phạm Văn Hai;Bình Chánh;0,027
4992;48,0;8,2;3;3;Sổ riêng;Không rõ;20/03/2026;1;0;0;1;1;1;Phường 3;Quận 8;0,170833
4993;100,0;8,29;4;5;Sổ riêng;Full nội thất;11-03-26;1;0;0;1;1;1;Phường Thới An;Quận 1;0,0829
4994;46,0;6,9;2;2;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;1;0;Phường Phú Thạnh;Tân Phú;0,15
4995;126,0;3,1;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;1;1;0;0;Xã Xuân Thới Thượng;Hóc Môn;0,024603
4996;105,0;10,5;3;2;Hợp đồng mua bán;Nội thất cơ bản;10-03-26;0;0;0;1;0;0;Xã Vĩnh Lộc B;Bình Chánh;0,1
4997;75,0;6,0;2;2;Sổ riêng;Không rõ;18/03/2026;0;0;1;0;0;0;Xã Phước Kiển;Nhà Bè;0,08
4998;140,0;28,0;4;4;Sổ riêng;Full nội thất;13/03/2026;0;0;0;0;1;0;Phường Phước Long A;Thủ Đức;0,2
4999;72,0;5,4;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;1;1;1;0;Phường Bình Hưng Hòa;Bình Tân;0,075
5000;37,0;2,6;3;2;Sổ riêng;Nội thất cơ bản;18/03/2026;1;1;1;0;0;0;Phường 5;Bình Thạnh;0,07027
5001;34,0;8,5;2;2;Sổ riêng;Nội thất cơ bản;20/03/2026;1;1;1;1;0;0;Phường 4;Tân Bình;0,25
5002;79,0;26,0;5;5;Sổ riêng;Nội thất cao cấp;20/03/2026;0;0;0;0;1;0;Phường 10;Phú Nhuận;0,329114
5003;102,0;18,5;4;4;Không rõ;Full nội thất;11-03-26;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,181373
5004;75,0;9,69;3;3;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 13;Tân Bình;0,1292
5005;59,8;4,66;3;3;Sổ riêng;Full nội thất;20/03/2026;0;1;1;0;1;0;Phường 5;Bình Thạnh;0,077926
5006;72,0;6,7;3;3;Sổ riêng;Full nội thất;19/03/2026;1;0;1;1;1;0;Phường 15;Tân Bình;0,093056
5007;74,0;4,7;3;2;Sổ riêng;Không rõ;20/03/2026;1;1;1;0;1;0;Phường An Phú Đông;Quận 1;0,063514
5008;49,0;3,8;4;5;Sổ riêng;Nội thất cơ bản;20/03/2026;0;1;1;0;1;0;Phường 6;Bình Thạnh;0,077551
5009;100,0;5,0;4;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Thị trấn Cần Thạnh;Cần Giờ;0,05
5010;50,0;3,2;2;1;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường Trường Thạnh;Thủ Đức;0,064
5011;65,0;12,6;6;3;Sổ riêng;Không rõ;18/03/2026;0;0;0;0;1;0;Phường Cầu Kho;Quận 1;0,193846
5012;110,0;15,0;4;3;Sổ riêng;Không rõ;17/03/2026;1;0;0;0;1;0;Phường 14;Gò Vấp;0,136364
5013;213,0;20,6;5;5;Sổ riêng;Không rõ;17/03/2026;0;0;0;0;1;0;Phường 17;Gò Vấp;0,096714
5014;192,0;18,0;4;4;Sổ riêng;Không rõ;17/03/2026;0;0;1;1;1;0;Phường 12;Gò Vấp;0,09375
5015;144,0;10,5;4;6;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường 14;Quận 6;0,072917
5016;86,0;8,0;4;3;Sổ riêng;Không rõ;17/03/2026;0;0;0;0;1;0;Phường 15;Gò Vấp;0,093023
5017;165,0;11,5;4;4;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường 13;Gò Vấp;0,069697
5018;50,0;3,2;2;1;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường Trường Thạnh;Thủ Đức;0,064
5019;85,0;18,5;4;3;Không rõ;Không rõ;18/03/2026;1;0;0;0;1;0;Phường 7;Gò Vấp;0,217647
5020;106,0;8,9;9;5;Sổ riêng;Nội thất cơ bản;20/03/2026;1;0;1;0;1;0;Phường Tân Hưng Thuận;Quận 1;0,083962
5021;190,0;17,8;4;4;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường 8;Gò Vấp;0,093684
5022;70,0;8,5;3;3;Sổ riêng;Không rõ;19/03/2026;0;0;0;0;1;0;Phường 12;Gò Vấp;0,121429
5023;56,0;7,8;4;3;Sổ riêng;Full nội thất;20/03/2026;1;0;1;1;1;0;Phường Bình Trị Đông;Bình Tân;0,139286
5024;80,0;9,79;3;4;Sổ riêng;Nội thất cao cấp;19/03/2026;1;0;0;0;1;0;Thị trấn Nhà Bè;Nhà Bè;0,122375
5025;25,0;5,1;2;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;1;Phường 7;Phú Nhuận;0,204
5026;126,0;8,505;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;1;0;0;Xã Phong Phú;Bình Chánh;0,0675
5027;58,0;2,5;2;2;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;0;0;Phường Tân Thới Nhất;Quận 1;0,043103
5028;58,0;9,9;2;2;Sổ riêng;Full nội thất;20/03/2026;1;0;1;0;1;0;Phường 10;Tân Bình;0,17069
5029;62,0;9,9;3;3;Sổ riêng;Không rõ;10-03-26;0;0;1;1;0;0;Phường 13;Tân Bình;0,159677
5030;228,3;65,0;4;5;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;1;0;Phường 5;Gò Vấp;0,284713
5031;60,0;6,5;4;5;Sổ riêng;Full nội thất;20/03/2026;0;0;1;0;1;0;Phường Bình Trị Đông;Bình Tân;0,108333
5032;51,0;19,0;3;3;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;1;0;Phường 2;Quận 3;0,372549
5033;103,6;8,8;4;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường Linh Tây;Thủ Đức;0,084942
5034;90,0;6,8;4;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;1;1;0;Phường Tân Thuận Tây;Quận 7;0,075556
5035;84,0;8,8;3;2;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 14;Quận 6;0,104762
5036;74,0;16,8;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 11;Phú Nhuận;0,227027
5037;330,0;65,0;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường Long Thạnh Mỹ;Thủ Đức;0,19697
5038;156,0;60,0;3;2;Không rõ;Không rõ;20/03/2026;0;0;0;0;1;0;Phường An Khánh;Thủ Đức;0,384615
5039;216,0;49,0;5;5;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 15;Quận 1;0,226852
5040;90,0;16,8;6;5;Sổ riêng;Không rõ;20/03/2026;1;1;1;1;1;0;Phường 12;Bình Thạnh;0,186667
5041;175,0;39,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường 2;Quận 1;0,222857
5042;96,0;15,3;6;5;Sổ riêng;Full nội thất;20/03/2026;0;1;0;1;1;0;Phường 24;Bình Thạnh;0,159375
5043;119,0;8,5;3;3;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;0;0;1;0;Phường Phú Thạnh;Tân Phú;0,071429
5044;92,0;13,9;7;7;Sổ riêng;Không rõ;20/03/2026;0;0;0;1;1;0;Phường 25;Bình Thạnh;0,151087
5045;210,0;68,0;35;5;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường 10;Quận 3;0,32381
5046;63,0;4,65;2;1;Hợp đồng mua bán;Full nội thất;20/03/2026;0;0;0;0;0;0;Phường Sơn Kỳ;Tân Phú;0,07381
5047;70,0;7,5;1;1;Sổ riêng;Nội thất cơ bản;16/03/2026;1;0;1;0;1;0;Phường Bình Hưng Hòa;Bình Tân;0,107143
5048;160,0;50,0;4;4;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường Võ Thị Sáu;Quận 3;0,3125
5049;85,0;8,8;3;3;Sổ riêng;Full nội thất;20/03/2026;0;1;0;0;0;0;Phường 17;Gò Vấp;0,103529
5050;50,0;2,9;1;1;Không rõ;Không rõ;20/03/2026;0;0;0;0;0;0;Phường 6;Quận 8;0,058
5051;36,0;7,9;3;4;Sổ riêng;Full nội thất;20/03/2026;0;0;1;1;1;0;Phường 5;Phú Nhuận;0,219444
5052;54,2;4,5;2;3;Sổ riêng;Không rõ;10-03-26;0;0;1;0;1;0;Phường Thạnh Lộc;Quận 1;0,083026
5053;56,4;6,6;4;5;Sổ riêng;Full nội thất;10-03-26;0;0;0;0;1;0;Phường An Phú Đông;Quận 1;0,117021
5054;79,3;7,15;4;6;Sổ riêng;Full nội thất;13/03/2026;0;0;0;0;1;0;Phường Thạnh Lộc;Quận 1;0,090164
5055;76,0;5,8;2;2;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;0;0;Phường An Phú Đông;Quận 1;0,076316
5056;57,0;6,8;5;4;Sổ riêng;Không rõ;07-03-26;0;0;0;0;1;0;Phường 8;Quận 6;0,119298
5057;104,0;9,7;4;3;Sổ riêng;Không rõ;20/03/2026;0;1;0;0;1;0;Phường Bình Trưng Đông;Thủ Đức;0,093269
5058;96,0;29,5;3;2;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;0;0;Phường Thảo Điền;Thủ Đức;0,307292
5059;59,0;9,39;4;4;Sổ riêng;Không rõ;23/03/2026;1;0;0;0;1;0;Phường 10;Quận 6;0,159153
5060;150,0;33,0;4;4;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;1;Phường An Phú;Thủ Đức;0,22
5061;90,0;14,5;4;3;Sổ riêng;Không rõ;20/03/2026;1;0;1;0;1;0;Phường An Phú;Thủ Đức;0,161111
5062;54,2;4,5;2;3;Sổ riêng;Không rõ;14/03/2026;0;0;1;0;1;0;Phường Thạnh Lộc;Quận 1;0,083026
5063;100,0;20,0;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,2
5064;82,0;7,99;5;6;Sổ riêng;Không rõ;12-03-26;0;0;1;0;1;0;Phường 13;Quận 6;0,097439
5065;64,0;8,5;5;6;Sổ riêng;Không rõ;13/03/2026;0;0;0;0;1;0;Phường 9;Quận 6;0,132812
5066;98,0;4,8;3;2;Không rõ;Không rõ;09-03-26;0;0;0;0;0;0;Phường Hiệp Bình Chánh;Thủ Đức;0,04898
5067;49,0;6,8;3;4;Sổ riêng;Full nội thất;14/03/2026;0;0;1;0;1;0;Phường 5;Quận 6;0,138776
5068;75,0;1,65;2;2;Sổ riêng;Full nội thất;13/03/2026;0;0;1;0;0;0;Phường Hiệp Thành;Quận 1;0,022
5069;110,0;9,0;4;4;Sổ riêng;Full nội thất;20/03/2026;1;0;1;1;1;0;Phường Phước Long B;Thủ Đức;0,081818
5070;40,0;7,0;3;3;Sổ riêng;Nội thất cơ bản;20/03/2026;1;1;1;1;0;0;Phường 5;Phú Nhuận;0,175
5071;57,0;7,8;1;1;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,136842
5072;94,0;6,5;4;3;Sổ riêng;Full nội thất;20/03/2026;0;0;0;1;1;0;Phường Tăng Nhơn Phú A;Thủ Đức;0,069149
5073;53,0;6,3;4;3;Sổ riêng;Không rõ;20/03/2026;0;1;1;0;1;0;Phường Bình Trị Đông;Bình Tân;0,118868
5074;117,4;25,0;4;3;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,212947
5075;87,0;14,5;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,166667
5076;250,0;75,0;4;4;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường Thảo Điền;Thủ Đức;0,3
5077;103,6;6,35;3;4;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường Thạnh Lộc;Quận 1;0,061293
5078;95,0;4,56;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường Linh Xuân;Thủ Đức;0,048
5079;87,8;6,9;5;7;Sổ riêng;Full nội thất;16/03/2026;0;0;0;0;1;0;Phường Thạnh Lộc;Quận 1;0,078588
5080;51,9;6,59;4;5;Sổ riêng;Nội thất cao cấp;14/03/2026;0;0;1;1;1;0;Phường Thạnh Lộc;Quận 1;0,126975
5081;30,0;2,2;1;1;Sổ riêng;Nội thất cơ bản;04-04-26;0;0;0;0;0;0;Phường Long Bình;Thủ Đức;0,073333
5082;69,0;8,8;3;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường Linh Đông;Thủ Đức;0,127536
5083;42,0;6,7;3;3;Sổ riêng;Nội thất cơ bản;20/03/2026;1;0;1;1;1;0;Phường 10;Quận 1;0,159524
5084;115,0;10,5;4;3;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,091304
5085;34,2;5,98;3;3;Sổ riêng;Full nội thất;20/03/2026;0;1;1;1;1;0;Phường 11;Bình Thạnh;0,174854
5086;52,0;5,7;3;3;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;0;0;Phường Long Trường;Thủ Đức;0,109615
5087;52,0;2,98;2;1;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường Cát Lái;Thủ Đức;0,057308
5088;96,0;4,5;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;0;0;0;0;Phường Hiệp Bình Phước;Thủ Đức;0,046875
5089;72,0;9,0;3;3;Sổ riêng;Không rõ;12-03-26;1;0;1;0;1;0;Phường Tân Hưng;Quận 7;0,125
5090;80,0;7,9;4;5;Sổ riêng;Full nội thất;18/03/2026;0;1;0;0;1;0;Xã Phú Xuân;Nhà Bè;0,09875
5091;73,5;9,7;3;3;Không rõ;Full nội thất;12-03-26;1;0;0;0;0;0;Phường Tân Quy;Quận 7;0,131973
5092;97,0;4,85;4;4;Sổ riêng;Nội thất cơ bản;02-04-26;0;0;1;1;0;0;Phường Phước Long B;Thủ Đức;0,05
5093;60,0;5,8;3;3;Sổ riêng;Full nội thất;20/03/2026;0;0;1;1;1;0;Thị trấn Nhà Bè;Nhà Bè;0,096667
5094;55,0;12,8;4;5;Sổ riêng;Full nội thất;10-03-26;0;1;1;0;1;0;Phường 1;Phú Nhuận;0,232727
5095;119,0;6,2;4;3;Sổ riêng;Nội thất cao cấp;19/03/2026;0;0;1;1;1;0;Thị trấn Nhà Bè;Nhà Bè;0,052101
5096;51,0;5,0;2;3;Sổ riêng;Không rõ;20/03/2026;1;0;1;1;1;0;Phường Bình Trị Đông;Bình Tân;0,098039
5097;115,0;4,95;2;1;Sổ riêng;Không rõ;11-03-26;0;0;0;0;0;0;Phường An Phú Đông;Quận 1;0,043043
5098;87,0;7,6;4;4;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,087356
5099;173,0;12,456;4;4;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;1;Phường Trường Thọ;Thủ Đức;0,072
5100;52,0;2,7;1;1;Sổ chung;Full nội thất;20/03/2026;0;0;1;0;0;0;Phường 4;Tân Bình;0,051923
5101;90,0;23,5;2;2;Không rõ;Nội thất cơ bản;13/03/2026;0;0;0;0;1;0;Phường Thủ Thiêm;Thủ Đức;0,261111
5102;30,0;5,88;2;2;Sổ riêng;Full nội thất;20/03/2026;0;0;1;1;1;0;Phường 14;Tân Bình;0,196
5103;65,0;2,4;2;2;Sổ riêng;Full nội thất;14/03/2026;0;1;1;1;0;0;Phường Trường Thọ;Thủ Đức;0,036923
5104;70,0;12,9;5;6;Sổ riêng;Full nội thất;18/03/2026;1;0;0;0;1;0;Phường 12;Bình Thạnh;0,184286
5105;103,0;8,48;4;5;Sổ riêng;Full nội thất;18/03/2026;0;0;0;0;1;0;Thị trấn Nhà Bè;Nhà Bè;0,08233
5106;86,0;9,9;10;8;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường Tân Thành;Tân Phú;0,115116
5107;100,0;12,5;10;11;Sổ riêng;Nội thất cao cấp;20/03/2026;1;0;1;1;1;0;Phường Sơn Kỳ;Tân Phú;0,125
5108;52,0;6,6;2;3;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;0;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,126923
5109;134,0;14,0;3;1;Sổ riêng;Không rõ;20/03/2026;1;0;0;0;0;0;Phường Tăng Nhơn Phú B;Thủ Đức;0,104478
5110;146,2;14,0;3;2;Sổ riêng;Không rõ;20/03/2026;0;1;1;0;0;0;Phường Hiệp Bình Phước;Thủ Đức;0,095759
5111;80,0;6,3;2;2;Sổ riêng;Không rõ;09-03-26;1;0;1;1;0;0;Phường Hiệp Bình Phước;Thủ Đức;0,07875
5112;56,0;7,0;5;4;Sổ riêng;Không rõ;09-03-26;0;0;0;0;1;0;Phường 19;Bình Thạnh;0,125
5113;200,0;7,0;2;1;Sổ riêng;Full nội thất;20/03/2026;1;0;0;0;0;0;Thị trấn Hóc Môn;Hóc Môn;0,035
5114;52,0;3,5;2;1;Sổ riêng;Nội thất cơ bản;20/03/2026;0;0;0;0;0;0;Phường Cát Lái;Thủ Đức;0,067308
5115;138,0;5,69;3;2;Sổ riêng;Không rõ;20/03/2026;0;0;1;0;0;0;Phường Tân Thới Nhất;Quận 1;0,041232
5116;90,0;17,6;5;5;Sổ riêng;Full nội thất;20/03/2026;0;0;0;0;1;0;Phường Phú Mỹ;Quận 7;0,195556
